total,name
(4123006),小说
(1391540),外国文学
(1006279),文学
(899763),随笔
(725705),中国文学
(603108),经典
(561511),日本文学
(553460),散文
(371385),村上春树
(249585),童话
(249486),诗歌
(185111),杂文
(181341),王小波
(173485),儿童文学
(171922),古典文学
(167206),张爱玲
(157872),余华
(157851),名著
(90057),当代文学
(86596),钱钟书
(71560),鲁迅
(70125),外国名著
(58644),诗词
(51051),茨威格
(45722),米兰·昆德拉
(40937),杜拉斯
(6474),港台
(1096244),漫画
(756395),绘本
(696998),推理
(543521),青春
(407376),言情
(399328),科幻
(348964),东野圭吾
(325048),悬疑
(272340),武侠
(256791),奇幻
(253836),韩寒
(240668),日本漫画
(222814),耽美
(219838),亦舒
(179151),三毛
(168310),安妮宝贝
(164789),网络小说
(156418),推理小说
(147571),郭敬明
(137674),穿越
(131723),金庸
(127933),轻小说
(115553),阿加莎·克里斯蒂
(111955),几米
(96128),张小娴
(95910),魔幻
(95697),幾米
(91683),青春文学
(83688),科幻小说
(75484),J.K.罗琳
(69306),高木直子
(65760),古龙
(63025),沧月
(58288),落落
(56150),张悦然
(50442),蔡康永
(1482272),历史
(976278),心理学
(826948),哲学
(603708),传记
(535051),文化
(463019),社会学
(342932),艺术
(323169),设计
(262146),政治
(258567),社会
(223393),建筑
(196810),宗教
(184398),电影
(169523),数学
(159830),政治学
(125787),回忆录
(118005),思想
(113857),中国历史
(110648),国学
(95388),音乐
(89452),人文
(83003),戏剧
(82622),人物传记
(80379),绘画
(73955),艺术史
(54897),佛教
(52085),军事
(45989),西方哲学
(45571),近代史
(45082),二战
(36635),考古
(36492),自由主义
(26113),美术
(632731),爱情
(495313),旅行
(368219),生活
(316449),成长
(307962),励志
(253138),心理
(238694),摄影
(197542),女性
(163872),职场
(153050),美食
(142892),教育
(127923),游记
(105249),灵修
(60139),健康
(59188),情感
(35652),手工
(29723),养生
(28811),两性
(22631),人际关系
(16172),家居
(2522),自助游
(322481),经济学
(314951),管理
(254713),经济
(208326),金融
(207327),商业
(165292),投资
(115716),营销
(82683),创业
(79081),理财
(53309),广告
(46909),股票
(15048),企业史
(6783),策划
(390504),科普
(179122),互联网
(120109),编程
(88335),科学
(57037),交互设计
(45272),用户体验
(39518),算法
(19680),web
(14229),科技
(4433),UE
(4009),通信
(3857),交互
(3407),UCD
(1691),神经网络
(1093),程序
total,name
(4123006),小说
(1391540),外国文学
(1006279),文学
(899763),随笔
(725705),中国文学
(603108),经典
(561511),日本文学
(553460),散文
(371385),村上春树
(249585),童话
(249486),诗歌
(185111),杂文
(181341),王小波
(173485),儿童文学
(171922),古典文学
(167206),张爱玲
(157872),余华
(157851),名著
(90057),当代文学
(86596),钱钟书
(71560),鲁迅
(70125),外国名著
(58644),诗词
(51051),茨威格
(45722),米兰·昆德拉
(40937),杜拉斯
(6474),港台
(1096244),漫画
(756395),绘本
(696998),推理
(543521),青春
(407376),言情
(399328),科幻
(348964),东野圭吾
(325048),悬疑
(272340),武侠
(256791),奇幻
(253836),韩寒
(240668),日本漫画
(222814),耽美
(219838),亦舒
(179151),三毛
(168310),安妮宝贝
(164789),网络小说
(156418),推理小说
(147571),郭敬明
(137674),穿越
(131723),金庸
(127933),轻小说
(115553),阿加莎·克里斯蒂
(111955),几米
(96128),张小娴
(95910),魔幻
(95697),幾米
(91683),青春文学
(83688),科幻小说
(75484),J.K.罗琳
(69306),高木直子
(65760),古龙
(63025),沧月
(58288),落落
(56150),张悦然
(50442),蔡康永
(1482272),历史
(976278),心理学
(826948),哲学
(603708),传记
(535051),文化
(463019),社会学
(342932),艺术
(323169),设计
(262146),政治
(258567),社会
(223393),建筑
(196810),宗教
(184398),电影
(169523),数学
(159830),政治学
(125787),回忆录
(118005),思想
(113857),中国历史
(110648),国学
(95388),音乐
(89452),人文
(83003),戏剧
(82622),人物传记
(80379),绘画
(73955),艺术史
(54897),佛教
(52085),军事
(45989),西方哲学
(45571),近代史
(45082),二战
(36635),考古
(36492),自由主义
(26113),美术
(632731),爱情
(495313),旅行
(368219),生活
(316449),成长
(307962),励志
(253138),心理
(238694),摄影
(197542),女性
(163872),职场
(153050),美食
(142892),教育
(127923),游记
(105249),灵修
(60139),健康
(59188),情感
(35652),手工
(29723),养生
(28811),两性
(22631),人际关系
(16172),家居
(2522),自助游
(322481),经济学
(314951),管理
(254713),经济
(208326),金融
(207327),商业
(165292),投资
(115716),营销
(82683),创业
(79081),理财
(53309),广告
(46909),股票
(15048),企业史
(6783),策划
(390504),科普
(179122),互联网
(120109),编程
(88335),科学
(57037),交互设计
(45272),用户体验
(39518),算法
(19680),web
(14229),科技
(4433),UE
(4009),通信
(3857),交互
(3407),UCD
(1691),神经网络
(1093),程序
total,name
(4123006),小说
(1391540),外国文学
(1006279),文学
(899763),随笔
(725705),中国文学
(603108),经典
(561511),日本文学
(553460),散文
(371385),村上春树
(249585),童话
(249486),诗歌
(185111),杂文
(181341),王小波
(173485),儿童文学
(171922),古典文学
(167206),张爱玲
(157872),余华
(157851),名著
(90057),当代文学
(86596),钱钟书
(71560),鲁迅
(70125),外国名著
(58644),诗词
(51051),茨威格
(45722),米兰·昆德拉
(40937),杜拉斯
(6474),港台
(1096244),漫画
(756395),绘本
(696998),推理
(543521),青春
(407376),言情
(399328),科幻
(348964),东野圭吾
(325048),悬疑
(272340),武侠
(256791),奇幻
(253836),韩寒
(240668),日本漫画
(222814),耽美
(219838),亦舒
(179151),三毛
(168310),安妮宝贝
(164789),网络小说
(156418),推理小说
(147571),郭敬明
(137674),穿越
(131723),金庸
(127933),轻小说
(115553),阿加莎·克里斯蒂
(111955),几米
(96128),张小娴
(95910),魔幻
(95697),幾米
(91683),青春文学
(83688),科幻小说
(75484),J.K.罗琳
(69306),高木直子
(65760),古龙
(63025),沧月
(58288),落落
(56150),张悦然
(50442),蔡康永
(1482272),历史
(976278),心理学
(826948),哲学
(603708),传记
(535051),文化
(463019),社会学
(342932),艺术
(323169),设计
(262146),政治
(258567),社会
(223393),建筑
(196810),宗教
(184398),电影
(169523),数学
(159830),政治学
(125787),回忆录
(118005),思想
(113857),中国历史
(110648),国学
(95388),音乐
(89452),人文
(83003),戏剧
(82622),人物传记
(80379),绘画
(73955),艺术史
(54897),佛教
(52085),军事
(45989),西方哲学
(45571),近代史
(45082),二战
(36635),考古
(36492),自由主义
(26113),美术
(632731),爱情
(495313),旅行
(368219),生活
(316449),成长
(307962),励志
(253138),心理
(238694),摄影
(197542),女性
(163872),职场
(153050),美食
(142892),教育
(127923),游记
(105249),灵修
(60139),健康
(59188),情感
(35652),手工
(29723),养生
(28811),两性
(22631),人际关系
(16172),家居
(2522),自助游
(322481),经济学
(314951),管理
(254713),经济
(208326),金融
(207327),商业
(165292),投资
(115716),营销
(82683),创业
(79081),理财
(53309),广告
(46909),股票
(15048),企业史
(6783),策划
(390504),科普
(179122),互联网
(120109),编程
(88335),科学
(57037),交互设计
(45272),用户体验
(39518),算法
(19680),web
(14229),科技
(4433),UE
(4009),通信
(3857),交互
(3407),UCD
(1691),神经网络
(1093),程序
total,name
(4123006),小说
(1391540),外国文学
(1006279),文学
(899763),随笔
(725705),中国文学
(603108),经典
(561511),日本文学
(553460),散文
(371385),村上春树
(249585),童话
(249486),诗歌
(185111),杂文
(181341),王小波
(173485),儿童文学
(171922),古典文学
(167206),张爱玲
(157872),余华
(157851),名著
(90057),当代文学
(86596),钱钟书
(71560),鲁迅
(70125),外国名著
(58644),诗词
(51051),茨威格
(45722),米兰·昆德拉
(40937),杜拉斯
(6474),港台
(1096244),漫画
(756395),绘本
(696998),推理
(543521),青春
(407376),言情
(399328),科幻
(348964),东野圭吾
(325048),悬疑
(272340),武侠
(256791),奇幻
(253836),韩寒
(240668),日本漫画
(222814),耽美
(219838),亦舒
(179151),三毛
(168310),安妮宝贝
(164789),网络小说
(156418),推理小说
(147571),郭敬明
(137674),穿越
(131723),金庸
(127933),轻小说
(115553),阿加莎·克里斯蒂
(111955),几米
(96128),张小娴
(95910),魔幻
(95697),幾米
(91683),青春文学
(83688),科幻小说
(75484),J.K.罗琳
(69306),高木直子
(65760),古龙
(63025),沧月
(58288),落落
(56150),张悦然
(50442),蔡康永
(1482272),历史
(976278),心理学
(826948),哲学
(603708),传记
(535051),文化
(463019),社会学
(342932),艺术
(323169),设计
(262146),政治
(258567),社会
(223393),建筑
(196810),宗教
(184398),电影
(169523),数学
(159830),政治学
(125787),回忆录
(118005),思想
(113857),中国历史
(110648),国学
(95388),音乐
(89452),人文
(83003),戏剧
(82622),人物传记
(80379),绘画
(73955),艺术史
(54897),佛教
(52085),军事
(45989),西方哲学
(45571),近代史
(45082),二战
(36635),考古
(36492),自由主义
(26113),美术
(632731),爱情
(495313),旅行
(368219),生活
(316449),成长
(307962),励志
(253138),心理
(238694),摄影
(197542),女性
(163872),职场
(153050),美食
(142892),教育
(127923),游记
(105249),灵修
(60139),健康
(59188),情感
(35652),手工
(29723),养生
(28811),两性
(22631),人际关系
(16172),家居
(2522),自助游
(322481),经济学
(314951),管理
(254713),经济
(208326),金融
(207327),商业
(165292),投资
(115716),营销
(82683),创业
(79081),理财
(53309),广告
(46909),股票
(15048),企业史
(6783),策划
(390504),科普
(179122),互联网
(120109),编程
(88335),科学
(57037),交互设计
(45272),用户体验
(39518),算法
(19680),web
(14229),科技
(4433),UE
(4009),通信
(3857),交互
(3407),UCD
(1691),神经网络
(1093),程序
total,name
(4123006),小说
(1391540),外国文学
(1006279),文学
(899763),随笔
(725705),中国文学
(603108),经典
(561511),日本文学
(553460),散文
(371385),村上春树
(249585),童话
(249486),诗歌
(185111),杂文
(181341),王小波
(173485),儿童文学
(171922),古典文学
(167206),张爱玲
(157872),余华
(157851),名著
(90057),当代文学
(86596),钱钟书
(71560),鲁迅
(70125),外国名著
(58644),诗词
(51051),茨威格
(45722),米兰·昆德拉
(40937),杜拉斯
(6474),港台
(1096244),漫画
(756395),绘本
(696998),推理
(543521),青春
(407376),言情
(399328),科幻
(348964),东野圭吾
(325048),悬疑
(272340),武侠
(256791),奇幻
(253836),韩寒
(240668),日本漫画
(222814),耽美
(219838),亦舒
(179151),三毛
(168310),安妮宝贝
(164789),网络小说
(156418),推理小说
(147571),郭敬明
(137674),穿越
(131723),金庸
(127933),轻小说
(115553),阿加莎·克里斯蒂
(111955),几米
(96128),张小娴
(95910),魔幻
(95697),幾米
(91683),青春文学
(83688),科幻小说
(75484),J.K.罗琳
(69306),高木直子
(65760),古龙
(63025),沧月
(58288),落落
(56150),张悦然
(50442),蔡康永
(1482272),历史
(976278),心理学
(826948),哲学
(603708),传记
(535051),文化
(463019),社会学
(342932),艺术
(323169),设计
(262146),政治
(258567),社会
(223393),建筑
(196810),宗教
(184398),电影
(169523),数学
(159830),政治学
(125787),回忆录
(118005),思想
(113857),中国历史
(110648),国学
(95388),音乐
(89452),人文
(83003),戏剧
(82622),人物传记
(80379),绘画
(73955),艺术史
(54897),佛教
(52085),军事
(45989),西方哲学
(45571),近代史
(45082),二战
(36635),考古
(36492),自由主义
(26113),美术
(632731),爱情
(495313),旅行
(368219),生活
(316449),成长
(307962),励志
(253138),心理
(238694),摄影
(197542),女性
(163872),职场
(153050),美食
(142892),教育
(127923),游记
(105249),灵修
(60139),健康
(59188),情感
(35652),手工
(29723),养生
(28811),两性
(22631),人际关系
(16172),家居
(2522),自助游
(322481),经济学
(314951),管理
(254713),经济
(208326),金融
(207327),商业
(165292),投资
(115716),营销
(82683),创业
(79081),理财
(53309),广告
(46909),股票
(15048),企业史
(6783),策划
(390504),科普
(179122),互联网
(120109),编程
(88335),科学
(57037),交互设计
(45272),用户体验
(39518),算法
(19680),web
(14229),科技
(4433),UE
(4009),通信
(3857),交互
(3407),UCD
(1691),神经网络
(1093),程序
total,name
total,小说
total,外国文学
total,文学
total,随笔
total,中国文学
total,经典
total,日本文学
total,散文
total,村上春树
total,童话
total,诗歌
total,杂文
total,王小波
total,儿童文学
total,古典文学
total,张爱玲
total,余华
total,名著
total,当代文学
total,钱钟书
total,鲁迅
total,外国名著
total,诗词
total,茨威格
total,米兰·昆德拉
total,杜拉斯
total,港台
total,漫画
total,绘本
total,推理
total,青春
total,言情
total,科幻
total,东野圭吾
total,悬疑
total,武侠
total,奇幻
total,韩寒
total,日本漫画
total,耽美
total,亦舒
total,三毛
total,安妮宝贝
total,网络小说
total,推理小说
total,郭敬明
total,穿越
total,金庸
total,轻小说
total,阿加莎·克里斯蒂
total,几米
total,张小娴
total,魔幻
total,幾米
total,青春文学
total,科幻小说
total,J.K.罗琳
total,高木直子
total,古龙
total,沧月
total,落落
total,张悦然
total,蔡康永
total,历史
total,心理学
total,哲学
total,传记
total,文化
total,社会学
total,艺术
total,设计
total,政治
total,社会
total,建筑
total,宗教
total,电影
total,数学
total,政治学
total,回忆录
total,思想
total,中国历史
total,国学
total,音乐
total,人文
total,戏剧
total,人物传记
total,绘画
total,艺术史
total,佛教
total,军事
total,西方哲学
total,近代史
total,二战
total,考古
total,自由主义
total,美术
total,爱情
total,旅行
total,生活
total,成长
total,励志
total,心理
total,摄影
total,女性
total,职场
total,美食
total,教育
total,游记
total,灵修
total,健康
total,情感
total,手工
total,养生
total,两性
total,人际关系
total,家居
total,自助游
total,经济学
total,管理
total,经济
total,金融
total,商业
total,投资
total,营销
total,创业
total,理财
total,广告
total,股票
total,企业史
total,策划
total,科普
total,互联网
total,编程
total,科学
total,交互设计
total,用户体验
total,算法
total,web
total,科技
total,UE
total,通信
total,交互
total,UCD
total,神经网络
total,程序
total,name
[u'(4123006)'],小说
[u'(1391540)'],外国文学
[u'(1006279)'],文学
[u'(899763)'],随笔
[u'(725705)'],中国文学
[u'(603108)'],经典
[u'(561511)'],日本文学
[u'(553460)'],散文
[u'(371385)'],村上春树
[u'(249585)'],童话
[u'(249486)'],诗歌
[u'(185111)'],杂文
[u'(181341)'],王小波
[u'(173485)'],儿童文学
[u'(171922)'],古典文学
[u'(167206)'],张爱玲
